,Unnamed: 0,statefips,countyfips,avghouseholdsize,geography,avgdeathsperyear,popest2015
958,958,20,203,2.79,"Wichita County, Kansas",6,2157
959,959,20,205,2.37,"Wilson County, Kansas",23,8856
960,960,20,207,2.08,"Woodson County, Kansas",16,3115
961,961,20,209,2.71,"Wyandotte County, Kansas",326,163369
962,962,21,1,2.5,"Adair County, Kentucky",46,19027
963,963,21,3,2.59,"Allen County, Kentucky",47,20640
964,964,21,5,2.56,"Anderson County, Kentucky",47,21979
965,965,21,7,2.48,"Ballard County, Kentucky",22,8212
966,966,21,9,2.48,"Barren County, Kentucky",102,43570
967,967,21,11,2.76,"Bath County, Kentucky",33,12228
968,968,21,13,2.44,"Bell County, Kentucky",80,27337
969,969,21,15,2.77,"Boone County, Kentucky",183,127712
970,970,21,17,2.51,"Bourbon County, Kentucky",45,20116
971,971,21,19,2.41,"Boyd County, Kentucky",130,48325
972,972,21,21,2.42,"Boyle County, Kentucky",68,29809
973,973,21,23,2.54,"Bracken County, Kentucky",23,8321
974,974,21,25,2.41,"Breathitt County, Kentucky",38,13484
975,975,21,27,2.71,"Breckinridge County, Kentucky",51,20018
976,976,21,29,2.71,"Bullitt County, Kentucky",126,78702
977,977,21,31,2.44,"Butler County, Kentucky",32,12938
978,978,21,33,2.39,"Caldwell County, Kentucky",40,12681
979,979,21,35,2.35,"Calloway County, Kentucky",84,38343
980,980,21,37,2.49,"Campbell County, Kentucky",194,92066
981,981,21,39,2.39,"Carlisle County, Kentucky",16,4874
982,982,21,41,2.63,"Carroll County, Kentucky",26,10699
983,983,21,43,2.54,"Carter County, Kentucky",76,27158
984,984,21,45,2.44,"Casey County, Kentucky",52,15808
985,985,21,47,2.67,"Christian County, Kentucky",115,73309
986,986,21,49,2.49,"Clark County, Kentucky",89,35757
987,987,21,51,2.53,"Clay County, Kentucky",59,21013
988,988,21,53,2.6,"Clinton County, Kentucky",32,10174
989,989,21,55,2.4,"Crittenden County, Kentucky",27,9183
990,990,21,57,2.45,"Cumberland County, Kentucky",19,6759
991,991,21,59,2.48,"Daviess County, Kentucky",234,99259
992,992,21,61,2.51,"Edmonson County, Kentucky",32,12007
993,993,21,63,2.44,"Elliott County, Kentucky",16,7648
994,994,21,65,2.49,"Estill County, Kentucky",47,14375
995,995,21,67,2.35,"Fayette County, Kentucky",490,314488
996,996,21,69,2.57,"Fleming County, Kentucky",33,14637
997,997,21,71,2.45,"Floyd County, Kentucky",114,37756
998,998,21,73,2.28,"Franklin County, Kentucky",127,50375
999,999,21,75,2.33,"Fulton County, Kentucky",24,6238
1000,1000,21,77,2.73,"Gallatin County, Kentucky",20,8636
1001,1001,21,79,2.55,"Garrard County, Kentucky",42,17237
1002,1002,21,81,2.91,"Grant County, Kentucky",48,24757
1003,1003,21,83,2.56,"Graves County, Kentucky",97,37421
1004,1004,21,85,2.6,"Grayson County, Kentucky",73,26221
1005,1005,21,87,2.46,"Green County, Kentucky",31,11010
1006,1006,21,89,2.54,"Greenup County, Kentucky",104,36068
1007,1007,21,91,2.62,"Hancock County, Kentucky",22,8692
1008,1008,21,93,2.58,"Hardin County, Kentucky",205,106439
1009,1009,21,95,2.43,"Harlan County, Kentucky",98,27703
1010,1010,21,97,2.57,"Harrison County, Kentucky",45,18763
1011,1011,21,99,2.49,"Hart County, Kentucky",54,18454
1012,1012,21,101,2.41,"Henderson County, Kentucky",110,46407
1013,1013,21,103,2.57,"Henry County, Kentucky",43,15620
1014,1014,21,105,2.29,"Hickman County, Kentucky",14,4612
1015,1015,21,107,2.45,"Hopkins County, Kentucky",117,46222
1016,1016,21,109,2.39,"Jackson County, Kentucky",40,13352
1017,1017,21,111,2.41,"Jefferson County, Kentucky",1623,763623
1018,1018,21,113,2.65,"Jessamine County, Kentucky",91,51961
1019,1019,21,115,2.53,"Johnson County, Kentucky",69,23175
1020,1020,21,117,2.58,"Kenton County, Kentucky",311,165012
1021,1021,21,119,2.57,"Knott County, Kentucky",41,15693
1022,1022,21,121,2.5,"Knox County, Kentucky",85,31730
1023,1023,21,123,2.6,"Larue County, Kentucky",35,14241
1024,1024,21,125,2.54,"Laurel County, Kentucky",138,60094
1025,1025,21,127,2.6,"Lawrence County, Kentucky",49,15745
1026,1026,21,129,2.2,"Lee County, Kentucky",25,6752
1027,1027,21,131,2.59,"Leslie County, Kentucky",36,10711
1028,1028,21,133,2.44,"Letcher County, Kentucky",67,23123
1029,1029,21,135,2.54,"Lewis County, Kentucky",39,13682
1030,1030,21,137,2.48,"Lincoln County, Kentucky",59,24463
1031,1031,21,139,2.44,"Livingston County, Kentucky",30,9316
1032,1032,21,141,2.44,"Logan County, Kentucky",68,26910
1033,1033,21,143,2.19,"Lyon County, Kentucky",27,8306
1034,1034,21,145,2.33,"McCracken County, Kentucky",150,65018
1035,1035,21,147,2.56,"McCreary County, Kentucky",51,17878
1036,1036,21,149,2.5,"McLean County, Kentucky",28,9512
1037,1037,21,151,2.49,"Madison County, Kentucky",164,87824
1038,1038,21,153,2.57,"Magoffin County, Kentucky",31,12808
1039,1039,21,155,2.51,"Marion County, Kentucky",44,19365
1040,1040,21,157,2.43,"Marshall County, Kentucky",85,31101
1041,1041,21,159,2.57,"Martin County, Kentucky",36,12307
1042,1042,21,161,2.52,"Mason County, Kentucky",53,17099
1043,1043,21,163,2.73,"Meade County, Kentucky",60,27924
1044,1044,21,165,2.56,"Menifee County, Kentucky",19,6358
1045,1045,21,167,2.4,"Mercer County, Kentucky",57,21407
1046,1046,21,169,2.51,"Metcalfe County, Kentucky",28,9909
1047,1047,21,171,2.39,"Monroe County, Kentucky",33,10667
1048,1048,21,173,2.61,"Montgomery County, Kentucky",61,27608
1049,1049,21,175,2.45,"Morgan County, Kentucky",36,13275
1050,1050,21,177,2.6,"Muhlenberg County, Kentucky",85,31183
1051,1051,21,179,2.62,"Nelson County, Kentucky",85,45126
1052,1052,21,181,2.47,"Nicholas County, Kentucky",23,7131
1053,1053,21,183,2.7,"Ohio County, Kentucky",65,24216
1054,1054,21,185,2.98,"Oldham County, Kentucky",85,64875
1055,1055,21,187,2.59,"Owen County, Kentucky",21,10730
1056,1056,21,189,2.56,"Owsley County, Kentucky",16,4461
1057,1057,21,191,2.67,"Pendleton County, Kentucky",31,14408
1058,1058,21,193,2.47,"Perry County, Kentucky",93,27565
1059,1059,21,195,2.38,"Pike County, Kentucky",182,61792
1060,1060,21,197,2.56,"Powell County, Kentucky",40,12269
1061,1061,21,199,2.45,"Pulaski County, Kentucky",178,63782
1062,1062,21,201,2.31,"Robertson County, Kentucky",9,2138
1063,1063,21,203,2.51,"Rockcastle County, Kentucky",47,16942
1064,1064,21,205,2.44,"Rowan County, Kentucky",54,23892
1065,1065,21,207,2.48,"Russell County, Kentucky",52,17662
1066,1066,21,209,2.65,"Scott County, Kentucky",72,52420
1067,1067,21,211,2.67,"Shelby County, Kentucky",69,45632
1068,1068,21,213,2.56,"Simpson County, Kentucky",46,18006
1069,1069,21,215,2.72,"Spencer County, Kentucky",30,17894
1070,1070,21,217,2.46,"Taylor County, Kentucky",64,25420
1071,1071,21,219,2.7,"Todd County, Kentucky",25,12531
1072,1072,21,221,2.35,"Trigg County, Kentucky",44,14233
1073,1073,21,223,2.46,"Trimble County, Kentucky",22,8769
1074,1074,21,225,2.43,"Union County, Kentucky",33,15050
1075,1075,21,227,2.48,"Warren County, Kentucky",208,122851
1076,1076,21,229,2.56,"Washington County, Kentucky",27,12063
1077,1077,21,231,2.57,"Wayne County, Kentucky",55,20464
1078,1078,21,233,2.54,"Webster County, Kentucky",36,13170
1079,1079,21,235,2.6,"Whitley County, Kentucky",96,36129
1080,1080,21,237,2.45,"Wolfe County, Kentucky",23,7259
1081,1081,21,239,2.55,"Woodford County, Kentucky",53,25793
1082,1082,22,1,2.7,"Acadia Parish, Louisiana",151,62577
1083,1083,22,3,2.66,"Allen Parish, Louisiana",54,25683
1084,1084,22,5,2.84,"Ascension Parish, Louisiana",151,119455
1085,1085,22,7,2.64,"Assumption Parish, Louisiana",51,22842
1086,1086,22,9,2.52,"Avoyelles Parish, Louisiana",111,41103
1087,1087,22,11,2.69,"Beauregard Parish, Louisiana",75,36462
1088,1088,22,13,2.35,"Bienville Parish, Louisiana",44,13786
1089,1089,22,15,2.57,"Bossier Parish, Louisiana",206,125175
1090,1090,22,17,2.55,"Caddo Parish, Louisiana",577,251460
1091,1091,22,19,2.55,"Calcasieu Parish, Louisiana",396,198788
1092,1092,22,21,2.48,"Caldwell Parish, Louisiana",25,9993
1093,1093,22,23,2.57,"Cameron Parish, Louisiana",10,6817
1094,1094,22,25,2.48,"Catahoula Parish, Louisiana",28,10147
1095,1095,22,27,2.51,"Claiborne Parish, Louisiana",38,16295
1096,1096,22,29,2.33,"Concordia Parish, Louisiana",52,20142
1097,1097,22,31,2.61,"De Soto Parish, Louisiana",64,27052
1098,1098,22,33,2.57,"East Baton Rouge Parish, Louisiana",759,446753
1099,1099,22,35,2.26,"East Carroll Parish, Louisiana",20,7307
1100,1100,22,37,2.43,"East Feliciana Parish, Louisiana",48,19696
1101,1101,22,39,2.65,"Evangeline Parish, Louisiana",77,33743
1102,1102,22,41,2.54,"Franklin Parish, Louisiana",37,20410
1103,1103,22,43,2.63,"Grant Parish, Louisiana",49,22343
1104,1104,22,45,2.77,"Iberia Parish, Louisiana",155,74103
1105,1105,22,47,2.61,"Iberville Parish, Louisiana",80,33095
1106,1106,22,49,2.49,"Jackson Parish, Louisiana",47,15858
1107,1107,22,51,2.57,"Jefferson Parish, Louisiana",941,436275
1108,1108,22,53,2.65,"Jefferson Davis Parish, Louisiana",78,31439
1109,1109,22,55,2.55,"Lafayette Parish, Louisiana",377,240098
1110,1110,22,57,2.68,"Lafourche Parish, Louisiana",203,98325
1111,1111,22,59,2.46,"LaSalle Parish, Louisiana",37,14974
1112,1112,22,61,2.56,"Lincoln Parish, Louisiana",90,47774
1113,1113,22,63,2.79,"Livingston Parish, Louisiana",215,137788
1114,1114,22,65,2.55,"Madison Parish, Louisiana",22,11514
1115,1115,22,67,2.5,"Morehouse Parish, Louisiana",63,26395
1116,1116,22,69,2.66,"Natchitoches Parish, Louisiana",78,39179
1117,1117,22,71,2.38,"Orleans Parish, Louisiana",680,389617
1118,1118,22,73,2.55,"Ouachita Parish, Louisiana",318,156761
1119,1119,22,75,2.7,"Plaquemines Parish, Louisiana",41,23495
1120,1120,22,77,2.56,"Pointe Coupee Parish, Louisiana",54,22251
1121,1121,22,79,2.68,"Rapides Parish, Louisiana",279,132141
1122,1122,22,81,2.54,"Red River Parish, Louisiana",18,8593
1123,1123,22,83,2.59,"Richland Parish, Louisiana",46,20523
1124,1124,22,85,2.6,"Sabine Parish, Louisiana",64,24186
1125,1125,22,87,2.92,"St. Bernard Parish, Louisiana",75,45408
1126,1126,22,89,2.83,"St. Charles Parish, Louisiana",92,52812
1127,1127,22,91,2.59,"St. Helena Parish, Louisiana",28,10567
1128,1128,22,93,2.69,"St. James Parish, Louisiana",48,21567
1129,1129,22,95,2.83,"St. John the Baptist Parish, Louisiana",87,43626
1130,1130,22,97,2.68,"St. Landry Parish, Louisiana",202,83848
1131,1131,22,99,2.77,"St. Martin Parish, Louisiana",106,53835
1132,1132,22,101,2.58,"St. Mary Parish, Louisiana",118,52810
1133,1133,22,103,2.7,"St. Tammany Parish, Louisiana",458,250088
1134,1134,22,105,2.68,"Tangipahoa Parish, Louisiana",250,128755
1135,1135,22,107,2.48,"Tensas Parish, Louisiana",10,4740
1136,1136,22,109,2.78,"Terrebonne Parish, Louisiana",234,113972
1137,1137,22,111,2.6,"Union Parish, Louisiana",65,22477
1138,1138,22,113,2.69,"Vermilion Parish, Louisiana",113,59875
1139,1139,22,115,2.82,"Vernon Parish, Louisiana",85,50803
1140,1140,22,117,2.54,"Washington Parish, Louisiana",125,46371
1141,1141,22,119,2.51,"Webster Parish, Louisiana",110,40021
1142,1142,22,121,2.61,"West Baton Rouge Parish, Louisiana",42,25490
1143,1143,22,123,2.48,"West Carroll Parish, Louisiana",30,11293
1144,1144,22,125,3.04,"West Feliciana Parish, Louisiana",24,15385
1145,1145,22,127,2.36,"Winn Parish, Louisiana",41,14568
1146,1146,25,1,2.24,"Barnstable County, Massachusetts",685,214333
1147,1147,25,3,2.22,"Berkshire County, Massachusetts",313,127828
1148,1148,25,5,2.53,"Bristol County, Massachusetts",1154,556772
1149,1149,25,7,2.79,"Dukes County, Massachusetts",37,17299
1150,1150,25,9,2.59,"Essex County, Massachusetts",1477,776043
1151,1151,25,11,2.3,"Franklin County, Massachusetts",149,70601
1152,1152,25,13,2.57,"Hampden County, Massachusetts",1004,470690
1153,1153,25,15,2.36,"Hampshire County, Massachusetts",291,161292
1154,1154,25,17,2.56,"Middlesex County, Massachusetts",2722,1585139
1155,1155,25,19,2.62,"Nantucket County, Massachusetts",16,10925
1156,1156,25,21,2.58,"Norfolk County, Massachusetts",1349,696023
1157,1157,25,23,2.71,"Plymouth County, Massachusetts",1037,510393
1158,1158,25,25,2.39,"Suffolk County, Massachusetts",1170,778121
1159,1159,25,27,2.6,"Worcester County, Massachusetts",1539,818963
1160,1160,24,1,2.33,"Allegany County, Maryland",183,72528
1161,1161,24,3,2.66,"Anne Arundel County, Maryland",977,564195
1162,1162,24,5,2.56,"Baltimore County, Maryland",1714,831128
1163,1163,24,9,2.87,"Calvert County, Maryland",153,90595
1164,1164,24,11,2.7,"Caroline County, Maryland",69,32579
1165,1165,24,13,2.73,"Carroll County, Maryland",326,167627
1166,1166,24,15,2.73,"Cecil County, Maryland",207,102382
1167,1167,24,17,2.84,"Charles County, Maryland",239,156118
1168,1168,24,19,2.41,"Dorchester County, Maryland",84,32384
1169,1169,24,21,2.68,"Frederick County, Maryland",367,245322
1170,1170,24,23,2.47,"Garrett County, Maryland",64,29460
1171,1171,24,25,2.69,"Harford County, Maryland",450,250290
1172,1172,24,27,2.78,"Howard County, Maryland",346,313414
1173,1173,24,29,2.39,"Kent County, Maryland",59,19787
1174,1174,24,31,2.76,"Montgomery County, Maryland",1292,1040116
1175,1175,24,33,2.86,"Prince George's County, Maryland",1302,909535
1176,1176,24,35,2.75,"Queen Anne's County, Maryland",100,48904
1177,1177,24,37,2.79,"St. Mary's County, Maryland",180,111413
1178,1178,24,39,2.26,"Somerset County, Maryland",64,25768
1179,1179,24,41,2.3,"Talbot County, Maryland",111,37512
1180,1180,24,43,2.5,"Washington County, Maryland",320,149585
1181,1181,24,45,2.62,"Wicomico County, Maryland",221,102370
1182,1182,24,47,2.45,"Worcester County, Maryland",164,51540
1183,1183,24,510,2.47,"Baltimore city, Maryland",1419,621849
1184,1184,23,1,2.34,"Androscoggin County, Maine",242,107233
1185,1185,23,3,2.24,"Aroostook County, Maine",200,68628
1186,1186,23,5,2.37,"Cumberland County, Maine",607,289977
1187,1187,23,7,2.48,"Franklin County, Maine",69,29991
1188,1188,23,9,2.18,"Hancock County, Maine",136,54659
1189,1189,23,11,2.28,"Kennebec County, Maine",308,119980
1190,1190,23,13,2.27,"Knox County, Maine",108,39855
1191,1191,23,15,2.25,"Lincoln County, Maine",99,33969
1192,1192,23,17,2.6,"Oxford County, Maine",154,57202
1193,1193,23,19,2.36,"Penobscot County, Maine",355,152692
1194,1194,23,21,2.24,"Piscataquis County, Maine",53,16931
1195,1195,23,23,2.26,"Sagadahoc County, Maine",82,35149
1196,1196,23,25,2.34,"Somerset County, Maine",139,51113
1197,1197,23,27,2.26,"Waldo County, Maine",93,39155
1198,1198,23,29,2.18,"Washington County, Maine",110,31625
1199,1199,23,31,2.4,"York County, Maine",451,201169
1200,1200,26,1,2.08,"Alcona County, Michigan",42,10349
1201,1201,26,3,2.43,"Alger County, Michigan",24,9383
1202,1202,26,5,2.67,"Allegan County, Michigan",207,114625
1203,1203,26,7,2.24,"Alpena County, Michigan",81,28803
1204,1204,26,9,2.38,"Antrim County, Michigan",66,23154
1205,1205,26,11,2.36,"Arenac County, Michigan",50,15261
1206,1206,26,13,2.14,"Baraga County, Michigan",22,8575
1207,1207,26,15,2.56,"Barry County, Michigan",115,59314
1208,1208,26,17,2.42,"Bay County, Michigan",262,105659
1209,1209,26,19,2.37,"Benzie County, Michigan",50,17457
1210,1210,26,21,2.46,"Berrien County, Michigan",370,154636
1211,1211,26,23,2.58,"Branch County, Michigan",92,43664
1212,1212,26,25,2.48,"Calhoun County, Michigan",315,134314
1213,1213,26,27,2.56,"Cass County, Michigan",125,51657
1214,1214,26,29,2.39,"Charlevoix County, Michigan",64,26238
1215,1215,26,31,2.26,"Cheboygan County, Michigan",78,25427
1216,1216,26,33,2.46,"Chippewa County, Michigan",79,38033
1217,1217,26,35,2.28,"Clare County, Michigan",94,30553
1218,1218,26,37,2.64,"Clinton County, Michigan",125,77390
1219,1219,26,39,2.3,"Crawford County, Michigan",40,13801
1220,1220,26,41,2.3,"Delta County, Michigan",101,36377
1221,1221,26,43,2.31,"Dickinson County, Michigan",70,25788
1222,1222,26,45,2.45,"Eaton County, Michigan",229,108801
1223,1223,26,47,2.33,"Emmet County, Michigan",76,33161
1224,1224,26,49,2.48,"Genesee County, Michigan",940,410849
1225,1225,26,51,2.3,"Gladwin County, Michigan",83,25164
1226,1226,26,53,2.1,"Gogebic County, Michigan",55,15431
1227,1227,26,55,2.46,"Grand Traverse County, Michigan",168,91636
1228,1228,26,57,2.45,"Gratiot County, Michigan",86,41540
1229,1229,26,59,2.5,"Hillsdale County, Michigan",111,45941
1230,1230,26,61,2.51,"Houghton County, Michigan",67,36380
1231,1231,26,63,2.3,"Huron County, Michigan",100,31883
1232,1232,26,65,2.4,"Ingham County, Michigan",435,286085
1233,1233,26,67,2.72,"Ionia County, Michigan",110,64223
1234,1234,26,69,2.2,"Iosco County, Michigan",93,25345
1235,1235,26,71,2.07,"Iron County, Michigan",41,11348
1236,1236,26,73,2.61,"Isabella County, Michigan",105,70698
1237,1237,26,75,2.48,"Jackson County, Michigan",372,159494
1238,1238,26,77,2.47,"Kalamazoo County, Michigan",454,260263
1239,1239,26,79,2.38,"Kalkaska County, Michigan",45,17260
1240,1240,26,81,2.63,"Kent County, Michigan",965,636369
1241,1241,26,83,2.1,"Keweenaw County, Michigan",5,2168
1242,1242,26,85,2.53,"Lake County, Michigan",42,11424
1243,1243,26,87,2.64,"Lapeer County, Michigan",189,88373
1244,1244,26,89,2.31,"Leelanau County, Michigan",54,21981
1245,1245,26,91,2.46,"Lenawee County, Michigan",217,98573
1246,1246,26,93,2.66,"Livingston County, Michigan",316,187316
1247,1247,26,95,2.27,"Luce County, Michigan",16,6415
1248,1248,26,97,2.07,"Mackinac County, Michigan",31,10890
1249,1249,26,99,2.52,"Macomb County, Michigan",1809,864840
1250,1250,26,101,2.28,"Manistee County, Michigan",72,24461
1251,1251,26,103,2.38,"Marquette County, Michigan",141,67215
1252,1252,26,105,2.3,"Mason County, Michigan",82,28783
1253,1253,26,107,2.61,"Mecosta County, Michigan",89,43067
1254,1254,26,109,2.19,"Menominee County, Michigan",70,23548
1255,1255,26,111,2.45,"Midland County, Michigan",160,83632
1256,1256,26,113,2.52,"Missaukee County, Michigan",39,14903
1257,1257,26,115,2.55,"Monroe County, Michigan",325,149568
1258,1258,26,117,2.59,"Montcalm County, Michigan",137,62945
1259,1259,26,119,2.27,"Montmorency County, Michigan",37,9259
1260,1260,26,121,2.56,"Muskegon County, Michigan",379,172790
1261,1261,26,123,2.58,"Newaygo County, Michigan",120,47948
1262,1262,26,125,2.47,"Oakland County, Michigan",2231,1242304
1263,1263,26,127,2.6,"Oceana County, Michigan",54,26105
1264,1264,26,129,2.22,"Ogemaw County, Michigan",62,20937
1265,1265,26,131,2.01,"Ontonagon County, Michigan",22,6007
1266,1266,26,133,2.6,"Osceola County, Michigan",60,23058
1267,1267,26,135,2.27,"Oscoda County, Michigan",30,8251
1268,1268,26,137,2.38,"Otsego County, Michigan",64,24253
1269,1269,26,139,2.74,"Ottawa County, Michigan",384,279955
1270,1270,26,141,2.13,"Presque Isle County, Michigan",44,12841
1271,1271,26,143,2.06,"Roscommon County, Michigan",97,23898
1272,1272,26,145,2.44,"Saginaw County, Michigan",439,193307
1273,1273,26,147,2.47,"St. Clair County, Michigan",382,159875
1274,1274,26,149,2.59,"St. Joseph County, Michigan",134,61018
1275,1275,26,151,2.55,"Sanilac County, Michigan",102,41475
1276,1276,26,153,2.38,"Schoolcraft County, Michigan",29,8173
1277,1277,26,155,2.49,"Shiawassee County, Michigan",157,68619
1278,1278,26,157,2.49,"Tuscola County, Michigan",131,53777
1279,1279,26,159,2.61,"Van Buren County, Michigan",168,75077
1280,1280,26,161,2.43,"Washtenaw County, Michigan",494,358880
1281,1281,26,163,2.63,"Wayne County, Michigan",3927,1759335
1282,1282,26,165,2.56,"Wexford County, Michigan",84,33003
1283,1283,27,1,2.05,"Aitkin County, Minnesota",50,15702
1284,1284,27,3,2.7,"Anoka County, Minnesota",497,344151
1285,1285,27,5,2.41,"Becker County, Minnesota",86,33386
1286,1286,27,7,2.59,"Beltrami County, Minnesota",79,45672
1287,1287,27,9,2.45,"Benton County, Minnesota",63,39710
1288,1288,27,11,2.18,"Big Stone County, Minnesota",19,5040
1289,1289,27,13,2.46,"Blue Earth County, Minnesota",100,65787
1290,1290,27,15,2.27,"Brown County, Minnesota",65,25313
1291,1291,27,17,2.51,"Carlton County, Minnesota",83,35569
1292,1292,27,19,2.76,"Carver County, Minnesota",111,98741
1293,1293,27,21,2.19,"Cass County, Minnesota",76,28706
1294,1294,27,23,2.36,"Chippewa County, Minnesota",33,12109
1295,1295,27,25,2.63,"Chisago County, Minnesota",82,54293
1296,1296,27,27,2.51,"Clay County, Minnesota",98,62324
1297,1297,27,29,2.48,"Clearwater County, Minnesota",23,8803
1298,1298,27,31,1.93,"Cook County, Minnesota",11,5194
1299,1299,27,33,2.38,"Cottonwood County, Minnesota",32,11549
1300,1300,27,35,2.36,"Crow Wing County, Minnesota",160,63428
1301,1301,27,37,2.59,"Dakota County, Minnesota",571,414686
1302,1302,27,39,2.67,"Dodge County, Minnesota",32,20364
1303,1303,27,41,2.32,"Douglas County, Minnesota",91,37075
1304,1304,27,43,2.18,"Faribault County, Minnesota",40,14050
1305,1305,27,45,2.4,"Fillmore County, Minnesota",50,20834
1306,1306,27,47,2.33,"Freeborn County, Minnesota",84,30613
1307,1307,27,49,2.42,"Goodhue County, Minnesota",106,46435
1308,1308,27,51,2.32,"Grant County, Minnesota",17,5903
1309,1309,27,53,2.39,"Hennepin County, Minnesota",1854,1223149
1310,1310,27,55,2.35,"Houston County, Minnesota",40,18773
1311,1311,27,57,2.32,"Hubbard County, Minnesota",51,20655
1312,1312,27,59,2.68,"Isanti County, Minnesota",72,38429
1313,1313,27,61,2.33,"Itasca County, Minnesota",123,45435
1314,1314,27,63,2.32,"Jackson County, Minnesota",22,10079
1315,1315,27,65,2.55,"Kanabec County, Minnesota",35,15837
1316,1316,27,67,2.48,"Kandiyohi County, Minnesota",85,42542
1317,1317,27,69,2.28,"Kittson County, Minnesota",14,4424
1318,1318,27,71,2.18,"Koochiching County, Minnesota",37,12841
1319,1319,27,73,2.24,"Lac qui Parle County, Minnesota",20,6856
1320,1320,27,75,2.06,"Lake County, Minnesota",32,10631
1321,1321,27,77,2.4,"Lake of the Woods County, Minnesota",11,3923
1322,1322,27,79,2.52,"Le Sueur County, Minnesota",56,27663
1323,1323,27,81,2.25,"Lincoln County, Minnesota",17,5771
1324,1324,27,83,2.46,"Lyon County, Minnesota",49,25673
1325,1325,27,85,2.4,"McLeod County, Minnesota",81,35932
1326,1326,27,87,2.71,"Mahnomen County, Minnesota",15,5457
1327,1327,27,89,2.32,"Marshall County, Minnesota",22,9423
1328,1328,27,91,2.26,"Martin County, Minnesota",58,20022
1329,1329,27,93,2.48,"Meeker County, Minnesota",48,23102
1330,1330,27,95,2.52,"Mille Lacs County, Minnesota",63,25788
1331,1331,27,97,2.43,"Morrison County, Minnesota",74,32775
1332,1332,27,99,2.51,"Mower County, Minnesota",88,39116
1333,1333,27,101,2.24,"Murray County, Minnesota",25,8413
1334,1334,27,103,2.39,"Nicollet County, Minnesota",47,33347
1335,1335,27,105,2.71,"Nobles County, Minnesota",40,21770
1336,1336,27,107,2.4,"Norman County, Minnesota",19,6678
1337,1337,27,109,2.52,"Olmsted County, Minnesota",224,151436
1338,1338,27,111,2.34,"Otter Tail County, Minnesota",148,57716
1339,1339,27,113,2.34,"Pennington County, Minnesota",31,14219
1340,1340,27,115,2.42,"Pine County, Minnesota",63,29069
1341,1341,27,117,2.3,"Pipestone County, Minnesota",26,9271
1342,1342,27,119,2.37,"Polk County, Minnesota",78,31533
1343,1343,27,121,2.23,"Pope County, Minnesota",28,11041
1344,1344,27,123,2.47,"Ramsey County, Minnesota",903,538133
1345,1345,27,125,2.43,"Red Lake County, Minnesota",9,4055
1346,1346,27,127,2.43,"Redwood County, Minnesota",46,15471
1347,1347,27,129,2.34,"Renville County, Minnesota",42,14892
1348,1348,27,131,2.5,"Rice County, Minnesota",114,65400
1349,1349,27,133,2.37,"Rock County, Minnesota",23,9600
1350,1350,27,135,2.44,"Roseau County, Minnesota",30,15770
1351,1351,27,137,2.26,"St. Louis County, Minnesota",493,200431
1352,1352,27,139,2.9,"Scott County, Minnesota",148,141660
1353,1353,27,141,2.89,"Sherburne County, Minnesota",119,91705
1354,1354,27,143,2.46,"Sibley County, Minnesota",37,14875
1355,1355,27,145,2.52,"Stearns County, Minnesota",239,154708
1356,1356,27,147,2.52,"Steele County, Minnesota",65,36755
1357,1357,27,149,2.55,"Stevens County, Minnesota",20,9796
1358,1358,27,151,2.21,"Swift County, Minnesota",27,9340
1359,1359,27,153,2.45,"Todd County, Minnesota",49,24257
1360,1360,27,155,2.19,"Traverse County, Minnesota",10,3401
1361,1361,27,157,2.36,"Wabasha County, Minnesota",48,21239
1362,1362,27,159,2.35,"Wadena County, Minnesota",41,13875
1363,1363,27,161,2.43,"Waseca County, Minnesota",40,18989
1364,1364,27,163,2.67,"Washington County, Minnesota",347,251597
1365,1365,27,165,2.45,"Watonwan County, Minnesota",28,10952
1366,1366,27,167,2.29,"Wilkin County, Minnesota",12,6396
1367,1367,27,169,2.46,"Winona County, Minnesota",98,50885
1368,1368,27,171,2.82,"Wright County, Minnesota",174,131311
1369,1369,27,173,2.33,"Yellow Medicine County, Minnesota",25,9875
1370,1370,29,1,2.36,"Adair County, Missouri",43,25378
1371,1371,29,3,2.51,"Andrew County, Missouri",35,17296
1372,1372,29,5,2.13,"Atchison County, Missouri",21,5306
1373,1373,29,7,2.58,"Audrain County, Missouri",64,26096
1374,1374,29,9,2.67,"Barry County, Missouri",85,35829
1375,1375,29,11,2.41,"Barton County, Missouri",30,11880
1376,1376,29,13,2.44,"Bates County, Missouri",50,16446
1377,1377,29,15,2.28,"Benton County, Missouri",72,18670
1378,1378,29,17,2.56,"Bollinger County, Missouri",31,12182
1379,1379,29,19,2.41,"Boone County, Missouri",229,174974
1380,1380,29,21,2.58,"Buchanan County, Missouri",195,89100
1381,1381,29,23,2.51,"Butler County, Missouri",126,42951
1382,1382,29,25,2.39,"Caldwell County, Missouri",26,9014
1383,1383,29,27,2.52,"Callaway County, Missouri",84,44834
1384,1384,29,29,2.6,"Camden County, Missouri",107,44237
1385,1385,29,31,2.49,"Cape Girardeau County, Missouri",153,78572
1386,1386,29,33,2.48,"Carroll County, Missouri",28,8992
1387,1387,29,35,2.54,"Carter County, Missouri",21,6263
1388,1388,29,37,2.63,"Cass County, Missouri",207,101603
1389,1389,29,39,2.33,"Cedar County, Missouri",40,13934
1390,1390,29,41,2.52,"Chariton County, Missouri",22,7589
1391,1391,29,43,2.69,"Christian County, Missouri",119,83279
